26896	26896
26896	26897
26896	121079
26896	1592
26897	26896
26897	26897
26897	121079
26897	1592
121079	26896
121079	26897
121079	121079
121079	1592
244	244
244	121080
244	25292
121080	244
121080	121080
121080	25292
24523	24523
24523	121087
121088	121088
121088	36448
26668	26668
26668	121106
121108	121108
121108	58550
25621	25621
25621	113338
25621	13790
113338	25621
113338	113338
113338	13790
120417	120417
120417	55205
120417	11156
55205	120417
55205	55205
55205	11156
221	221
221	119
1340	1340
1340	69587
25553	25553
25553	90651
80725	80725
80725	86647
15708	15708
15708	105330
15708	13790
105330	15708
105330	105330
105330	13790
149220	149220
149220	80847
35361	35361
35361	22806
35361	148949
22806	35361
22806	22806
22806	148949
55342	55342
55342	15709
55342	148977
15709	55342
15709	15709
15709	148977
86875	86875
86875	70389
37007	37007
37007	15731
37007	149348
15731	37007
15731	15731
15731	149348
69270	69270
69270	93084
69270	158006
69270	129655
93084	69270
93084	93084
93084	158006
93084	129655
158006	69270
158006	93084
158006	158006
158006	129655
158012	158012
158012	158013
158030	158030
158030	158031
158032	158032
158032	158033
158153	158153
158153	158154
158209	158209
158209	158210
158209	158211
158209	158212
158209	158213
158210	158209
158210	158210
158210	158211
158210	158212
158210	158213
158211	158209
158211	158210
158211	158211
158211	158212
158211	158213
158212	158209
158212	158210
158212	158211
158212	158212
158212	158213
158384	158384
158384	158385
158408	158408
158408	146805
158408	158409
146805	158408
146805	146805
146805	158409
158560	158560
158560	158561
158655	158655
158655	77642
158655	158657
158655	52667
77642	158655
77642	77642
77642	158657
77642	52667
158657	158655
158657	77642
158657	158657
158657	52667
80725	80725
80725	86647
106959	106959
106959	158904
159264	159264
159264	158097
159357	159357
159357	129066
159357	159063
129066	159357
129066	129066
129066	159063
57534	57534
57534	159374
159390	159390
159390	158211
159390	159391
159390	159392
159390	73573
158211	159390
158211	158211
158211	159391
158211	159392
158211	73573
159391	159390
159391	158211
159391	159391
159391	159392
159391	73573
159392	159390
159392	158211
159392	159391
159392	159392
159392	73573
159421	159421
159421	159422
159505	159505
159505	60909
159505	154273
159505	159506
159505	159507
60909	159505
60909	60909
60909	154273
