1334	1334
1334	1335
1336	1336
1336	1337
1336	1338
1337	1336
1337	1337
1337	1338
1340	1340
1340	1341
1342	1342
1342	1343
1344	1344
1344	1345
1344	1338
1344	1336
1345	1344
1345	1345
1345	1338
1345	1336
1338	1344
1338	1345
1338	1338
1338	1336
1346	1346
1346	1347
1346	1348
1346	1349
1347	1346
1347	1347
1347	1348
1347	1349
1348	1346
1348	1347
1348	1348
1348	1349
50	50
50	54
94	94
94	95
1352	1352
1352	1353
1352	1354
1353	1352
1353	1353
1353	1354
9389	9389
9389	9390
9414	9414
9414	9416
9488	9488
9488	9489
9582	9582
9582	9583
9596	9596
9596	9597
9596	9598
9597	9596
9597	9597
9597	9598
9566	9566
9566	9624
9782	9782
9782	9783
9872	9872
9872	9873
9872	9874
9873	9872
9873	9873
9873	9874
9990	9990
9990	9991
9990	9992
9991	9990
9991	9991
9991	9992
10179	10179
10179	974
10336	10336
10336	10338
10366	10366
10366	10367
10381	10381
10381	10382
10386	10386
10386	9653
10464	10464
10464	10466
10464	10467
10466	10464
10466	10466
10466	10467
10473	10473
10473	10055
10494	10494
10494	10496
10505	10505
10505	10268
10527	10527
10527	10529
10527	10530
10529	10527
10529	10529
10529	10530
10600	10600
10600	10601
10600	10602
10601	10600
10601	10601
10601	10602
10092	10092
10092	10079
10685	10685
10685	9812
10834	10834
10834	10835
10834	10836
10835	10834
10835	10835
10835	10836
11013	11013
11013	9612
11013	11014
9612	11013
9612	9612
9612	11014
2742	2742
2742	11082
11134	11134
11134	11135
11134	9616
11135	11134
11135	11135
11135	9616
10938	10938
10938	11175
10626	10626
10626	11216
11251	11251
11251	11252
11251	10336
11252	11251
11252	11252
11252	10336
11430	11430
11430	11431
11430	11432
11431	11430
11431	11431
11431	11432
965	965
965	11501
963	963
963	11523
11604	11604
11604	11605
11604	11606
11605	11604
11605	11605
11605	11606
11608	11608
11608	11609
11638	11638
11638	11639
11638	11640
11639	11638
11639	11639
11639	11640
11747	11747
11747	9616
9583	9583
9583	9582
11807	11807
11807	11808
11807	11809
11808	11807
11808	11808
11808	11809
11822	11822
11822	11823
11850	11850
11850	11851
11881	11881
11881	11882
11884	11884
11884	11885
11970	11970
11970	11971
11970	11972
11970	1235
11971	11970
11971	11971
11971	11972
11971	1235
11972	11970
11972	11971
11972	11972
11972	1235
11175	11175
11175	1337
12120	12120
12120	12121
12226	12226
12226	12140
12226	12227
12226	12228
12140	12226
12140	12140
12140	12227
12140	12228
12227	12226
12227	12140
12227	12227
12227	12228
12271	12271
12271	12272
12479	12479
12479	12480
1617	1617
1617	1618
10337	10337
10337	12553
12573	12573
12573	9400
12767	12767
12767	12768
12753	12753
12753	11778
12795	12795
12795	12796
12700	12700
12700	9641
12961	12961
12961	12962
12961	12963
12962	12961
12962	12962
12962	12963
9781	9781
9781	12985
12993	12993
12993	9591
13085	13085
13085	9961
13105	13105
13105	9491
12069	12069
12069	1130
12069	12068
1130	12069
1130	1130
1130	12068
9998	9998
9998	10740
13197	13197
13197	13200
13197	13201
13197	13202
13200	13197
13200	13200
13200	13201
13200	13202
13201	13197
13201	13200
13201	13201
13201	13202
10407	10407
10407	11642
10407	10758
11642	10407
11642	11642
11642	10758
13294	13294
13294	10658
13294	13295
13294	10659
10658	13294
10658	10658
10658	13295
10658	10659
13295	13294
13295	10658
13295	13295
13295	10659
9479	9479
9479	11341
12427	12427
