148875	148875
148875	135482
148951	148951
148951	148952
146527	146527
146527	149030
148977	148977
148977	148976
149316	149316
149316	148951
149069	149069
149069	148871
148915	148915
148915	68457
148979	148979
148979	148980
148979	148981
148980	148979
148980	148980
148980	148981
146527	146527
146527	42518
146527	146527
146527	149030
149093	149093
149093	149094
149093	149095
149094	149093
149094	149094
149094	149095
2009	2009
2009	149192
2009	149095
2009	149193
149192	2009
149192	149192
149192	149095
149192	149193
149095	2009
149095	149192
149095	149095
149095	149193
149265	149265
149265	149266
149265	149267
149266	149265
149266	149266
149266	149267
