9499	9499
9499	9500
9499	9501
9499	9502
9500	9499
9500	9500
9500	9501
9500	9502
9501	9499
9501	9500
9501	9501
9501	9502
9717	9717
9717	9718
9717	9719
9717	9720
9718	9717
9718	9718
9718	9719
9718	9720
9719	9717
9719	9718
9719	9719
9719	9720
9784	9784
9784	9785
9803	9803
9803	9808
9803	9809
9803	9810
9808	9803
9808	9808
9808	9809
9808	9810
9809	9803
9809	9808
9809	9809
9809	9810
9881	9881
9881	9887
10004	10004
10004	9443
10004	10011
9443	10004
9443	9443
9443	10011
10065	10065
10065	10066
10065	10067
10066	10065
10066	10066
10066	10067
10076	10076
10076	10077
10163	10163
10163	10170
10487	10487
10487	10488
10487	10489
10487	10490
10488	10487
10488	10488
10488	10489
10488	10490
10489	10487
10489	10488
10489	10489
10489	10490
10857	10857
10857	10858
10857	10859
10858	10857
10858	10858
10858	10859
9641	9641
9641	10983
11136	11136
11136	10996
11264	11264
11264	1336
11319	11319
11319	11324
11403	11403
11403	11404
1335	1335
1335	11541
1335	11542
11541	1335
11541	11541
11541	11542
9400	9400
9400	2486
9951	9951
9951	11951
11787	11787
11787	11997
10292	10292
10292	12207
10292	12208
12207	10292
12207	12207
12207	12208
12592	12592
12592	1465
12300	12300
12300	1473
12832	12832
12832	9564
13212	13212
13212	1639
9624	9624
9624	3858
13230	13230
13230	13231
9580	9580
9580	12529
2713	2713
2713	13345
2713	13346
2713	13347
13345	2713
13345	13345
13345	13346
13345	13347
13346	2713
13346	13345
13346	13346
13346	13347
11216	11216
11216	13540
13715	13715
13715	13719
13828	13828
13828	13829
13902	13902
13902	13903
16570	16570
16570	16573
16685	16685
16685	13161
16685	16686
13161	16685
13161	13161
13161	16686
20329	20329
20329	20330
20329	20331
20330	20329
20330	20330
20330	20331
20399	20399
20399	20400
20399	20401
20400	20399
20400	20400
20400	20401
20680	20680
20680	20681
20785	20785
20785	13318
21011	21011
21011	21014
21033	21033
21033	21034
21033	21035
21034	21033
21034	21034
21034	21035
269	269
269	21103
21167	21167
21167	21168
21295	21295
21295	1340
21798	21798
21798	21799
21880	21880
21880	21881
21880	21882
21881	21880
21881	21881
21881	21882
11776	11776
11776	21944
11799	11799
11799	9574
27362	27362
27362	27363
27524	27524
27524	27252
27525	27525
27525	27526
27527	27527
27527	27528
27527	27529
27527	27530
27527	26679
27528	27527
27528	27528
27528	27529
27528	27530
27528	26679
27529	27527
27529	27528
27529	27529
27529	27530
27529	26679
27530	27527
27530	27528
27530	27529
27530	27530
27530	26679
27532	27532
27532	27533
27532	27534
27533	27532
27533	27533
27533	27534
27536	27536
27536	27537
27536	27538
27537	27536
27537	27537
27537	27538
27542	27542
27542	27543
822	822
822	27545
1667	1667
1667	27549
1667	27550
1667	27551
1667	27552
1667	26869
27549	1667
27549	27549
27549	27550
27549	27551
27549	27552
27549	26869
27550	1667
27550	27549
27550	27550
27550	27551
27550	27552
27550	26869
27551	1667
27551	27549
27551	27550
27551	27551
27551	27552
27551	26869
27552	1667
27552	27549
27552	27550
27552	27551
27552	27552
27552	26869
27558	27558
27558	27539
27560	27560
27560	27561
27563	27563
27563	26726
27563	27564
27563	27565
27563	27566
27563	27567
26726	27563
26726	26726
26726	27564
26726	27565
26726	27566
26726	27567
27564	27563
27564	26726
27564	27564
27564	27565
27564	27566
27564	27567
27565	27563
27565	26726
27565	27564
27565	27565
27565	27566
27565	27567
27566	27563
27566	26726
27566	27564
27566	27565
27566	27566
27566	27567
27570	27570
27570	26844
27570	27571
26844	27570
26844	26844
26844	27571
26901	26901
26901	27573
27575	27575
27575	27576
10094	10094
10094	1663
27578	27578
27578	27579
27581	27581
27581	92
27582	27582
27582	27583
27593	27593
27593	24341
27593	27594
27593	27595
24341	27593
24341	24341
24341	27594
24341	27595
27594	27593
27594	24341
27594	27594
27594	27595
27597	27597
27597	27598
27603	27603
27603	27604
1737	1737
1737	27606
27607	27607
27607	27529
27607	16728
27607	26679
27607	27608
27529	27607
27529	27529
27529	16728
27529	26679
27529	27608
16728	27607
16728	27529
16728	16728
16728	26679
16728	27608
26679	27607
26679	27529
26679	16728
26679	26679
26679	27608
27611	27611
27611	27612
27613	27613
27613	27614
27387	27387
27387	27388
27617	27617
27617	27618
27622	27622
27622	27623
27622	27624
27622	27625
27623	27622
27623	27623
27623	27624
27623	27625
27624	27622
27624	27623
27624	27624
27624	27625
27626	27626
27626	27627
27626	27628
27627	27626
27627	27627
27627	27628
27563	27563
27563	26726
27563	27564
27563	27565
27563	27566
27563	27567
26726	27563
26726	26726
26726	27564
26726	27565
26726	27566
26726	27567
27564	27563
27564	26726
27564	27564
27564	27565
27564	27566
27564	27567
27565	27563
27565	26726
27565	27564
27565	27565
27565	27566
27565	27567
27566	27563
27566	26726
27566	27564
27566	27565
27566	27566
27566	27567
27631	27631
27631	27632
1592	1592
1592	27633
